ticket id,account,participant ticket,winning ticket,match type,awarded,period,time
2294,26473124,2320,5604,0,1,11,6/22/14 9:17
2295,25420033,7950,5604,0,1,19,6/22/14 9:34
2296,8323186,8630,5604,1,1,19,6/22/14 9:39
2297,22844561,3100,5604,0,1,12,6/22/14 10:40
2298,1983959,9190,5604,0,1,11,6/22/14 10:48
2299,27758968,1050,5604,0,1,12,6/22/14 11:06
2300,16392764,7320,5604,0,1,15,6/22/14 12:12
2301,16593230,9370,5604,0,1,15,6/22/14 12:14
2302,20156247,2850,5604,0,1,8,6/22/14 13:03
2303,27998075,9040,5604,0,1,15,6/22/14 14:53
2304,3554215,3330,5604,0,1,8,6/22/14 15:57
2305,12978020,7440,5604,0,1,7,6/22/14 15:57
2306,25798344,8380,5604,0,1,8,6/22/14 16:38
2307,16066193,2830,5604,0,1,15,6/22/14 16:51
2308,27691347,3110,5604,0,1,11,6/22/14 17:10
2309,23717112,9030,5604,0,1,13,6/22/14 17:31
2310,15633805,5400,5604,1,1,8,6/22/14 17:50
2311,19620712,6720,5604,0,1,12,6/22/14 18:02
2312,7458031,2610,5604,1,1,12,6/22/14 18:14
2313,12203570,6410,5604,0,1,14,6/22/14 18:30
2314,6396303,6860,5604,0,1,12,6/22/14 18:34
2315,24549884,9840,5604,0,1,14,6/22/14 18:52
2316,2803645,9330,5604,0,1,7,6/22/14 18:59
2317,6142669,5540,5604,1,1,13,6/22/14 19:04
2318,28575013,5060,5604,1,1,19,6/22/14 19:17
2319,21291298,9990,5604,0,1,14,6/22/14 19:18
2320,18493770,60,5604,0,1,13,6/22/14 19:19
2321,28729638,800,5604,0,1,11,6/22/14 19:52
2322,21028562,8960,5604,0,1,8,6/22/14 20:22
2323,21023813,7280,5604,0,1,11,6/22/14 20:33
2324,13308001,9820,5604,0,1,19,6/22/14 20:54
2325,24186114,9850,5604,0,1,19,6/22/14 21:02
2326,16758097,6080,5604,0,1,33,6/22/14 21:35
2327,26020865,8950,5604,0,1,8,6/22/14 21:56
2328,27852614,5840,5604,1,1,33,6/22/14 22:11
2329,17945871,1580,5604,0,1,8,6/22/14 22:35
2330,12283821,9070,5604,0,1,8,6/22/14 22:37
2331,24433466,5060,5604,1,1,21,6/22/14 22:53
2332,571959,8920,5604,0,1,19,6/22/14 23:00
2333,23436475,4040,5604,0,1,8,6/22/14 23:08
2334,21383983,8840,5604,0,1,8,6/23/14 0:05
2335,24539095,6680,5604,1,1,15,6/23/14 0:19
2336,25636412,3070,5604,0,1,11,6/23/14 0:32
2337,3314125,1240,5604,0,1,21,6/23/14 6:49
2338,6982027,9330,5604,0,1,11,6/23/14 7:56
2339,8059307,5450,1347,0,1,12,6/23/14 8:08
2340,28518133,1130,1347,1,1,20,6/23/14 8:08
2341,25420033,2610,1347,0,1,20,6/23/14 8:22
2342,4101463,8560,1347,0,1,20,6/23/14 8:25
2343,243215,3290,1347,0,0,12,6/23/14 8:30
2344,274843,1550,1347,1,1,9,6/23/14 8:30
2345,378628,7520,1347,0,1,12,6/23/14 8:30
2346,641858,8290,1347,0,0,13,6/23/14 8:30
2347,1575438,970,1347,0,1,9,6/23/14 8:30
2348,1726768,3880,1347,0,0,22,6/23/14 8:30
2349,2430935,5080,1347,0,0,9,6/23/14 8:30
2350,3092458,6580,1347,0,0,14,6/23/14 8:30
2351,3402642,7890,1347,0,0,14,6/23/14 8:30
2352,4348548,3530,1347,0,0,16,6/23/14 8:30
2353,5129054,580,1347,0,0,12,6/23/14 8:30
2354,6299472,8840,1347,0,0,16,6/23/14 8:30
2355,6597361,8180,1347,0,1,12,6/23/14 8:30
2356,7432052,780,1347,0,0,13,6/23/14 8:30
2357,10028142,8790,1347,0,0,13,6/23/14 8:30
2358,10489810,2850,1347,0,1,20,6/23/14 8:30
2359,10828524,6490,1347,0,0,16,6/23/14 8:30
2360,10856045,9300,1347,1,1,8,6/23/14 8:30
2361,11126286,8990,1347,0,1,15,6/23/14 8:30
2362,11227580,7450,1347,0,0,34,6/23/14 8:30
2363,11524913,6470,1347,0,0,16,6/23/14 8:30
2364,12199140,1620,1347,1,0,34,6/23/14 8:30
2365,12292738,4140,1347,0,0,8,6/23/14 8:30
2366,12385366,9970,1347,0,0,22,6/23/14 8:30
2367,12668066,4760,1347,0,0,15,6/23/14 8:30
2368,13311660,650,1347,0,0,16,6/23/14 8:30
2369,13473690,5560,1347,0,0,22,6/23/14 8:30
2370,13477247,9290,1347,0,0,9,6/23/14 8:30
2371,13555825,6720,1347,0,1,20,6/23/14 8:30
2372,13725758,3480,1347,0,0,34,6/23/14 8:30
2373,14434493,6350,1347,1,1,15,6/23/14 8:30
2374,14679546,3320,1347,1,0,15,6/23/14 8:30
2375,14783925,820,1347,0,0,16,6/23/14 8:30
2376,14990850,5700,1347,0,1,15,6/23/14 8:30
2377,15221342,2750,1347,0,1,12,6/23/14 8:30
2378,15271805,9470,1347,0,0,16,6/23/14 8:30
2379,15367175,1050,1347,1,1,9,6/23/14 8:30
2380,16165131,4330,1347,1,0,9,6/23/14 8:30
2381,16409822,7980,1347,0,1,8,6/23/14 8:30
2382,16740270,2180,1347,0,0,16,6/23/14 8:30
2383,17592505,9140,1347,0,1,13,6/23/14 8:30
2384,17703941,9570,1347,0,0,22,6/23/14 8:30
2385,17973764,2240,1347,0,0,12,6/23/14 8:30
2386,18288610,6180,1347,0,0,20,6/23/14 8:30
2387,18691569,2430,1347,0,0,15,6/23/14 8:30
2388,18826291,8780,1347,0,0,34,6/23/14 8:30
2389,19912521,7660,1347,0,0,14,6/23/14 8:30
2390,19950916,7530,1347,0,0,9,6/23/14 8:30
2391,20127067,6830,1347,0,0,13,6/23/14 8:30
2392,20449967,3070,1347,0,0,16,6/23/14 8:30
2393,20586335,2180,1347,0,0,22,6/23/14 8:30
2394,20633244,3780,1347,0,1,12,6/23/14 8:30
2395,20764330,1120,1347,1,0,8,6/23/14 8:30
2396,20855848,9140,1347,0,1,9,6/23/14 8:30
2397,21126563,7160,1347,0,0,15,6/23/14 8:30
2398,21149074,6020,1347,0,1,13,6/23/14 8:30
2399,21407620,8590,1347,0,0,20,6/23/14 8:30
2400,21409893,6680,1347,0,0,16,6/23/14 8:30
2401,21422589,8680,1347,0,0,16,6/23/14 8:30
2402,21668167,3680,1347,0,1,20,6/23/14 8:30
2403,22293637,8140,1347,0,0,16,6/23/14 8:30
2404,22297841,2950,1347,0,0,12,6/23/14 8:30
2405,22506831,250,1347,0,1,13,6/23/14 8:30
2406,22514262,2800,1347,0,1,34,6/23/14 8:30
2407,23118291,3930,1347,0,1,13,6/23/14 8:30
2408,23317914,6280,1347,0,0,9,6/23/14 8:30
2409,23589542,9780,1347,0,0,12,6/23/14 8:30
2410,23729090,4780,1347,0,0,20,6/23/14 8:30
2411,23951702,8210,1347,0,0,12,6/23/14 8:30
2412,24195945,2610,1347,0,1,15,6/23/14 8:30
2413,24846916,8700,1347,0,0,20,6/23/14 8:30
2414,24852899,5020,1347,0,0,13,6/23/14 8:30
2415,24855560,680,1347,0,1,15,6/23/14 8:30
2416,24923422,8720,1347,0,0,15,6/23/14 8:30
2417,25116854,4100,1347,0,0,16,6/23/14 8:30
2418,25208151,8920,1347,0,0,14,6/23/14 8:30
2419,25576269,1380,1347,2,0,34,6/23/14 8:30
2420,25643408,960,1347,0,0,13,6/23/14 8:30
2421,25682959,7600,1347,0,0,8,6/23/14 8:30
2422,25683834,7210,1347,0,0,14,6/23/14 8:30
2423,25727744,9950,1347,0,0,15,6/23/14 8:30
2424,26047589,7860,1347,0,1,15,6/23/14 8:30
2425,26344921,9710,1347,0,0,9,6/23/14 8:30
2426,26512986,6340,1347,1,0,14,6/23/14 8:30
2427,26541545,6220,1347,0,1,34,6/23/14 8:30
2428,26575477,2850,1347,0,0,20,6/23/14 8:30
2429,26593873,5520,1347,0,0,9,6/23/14 8:30
2430,26702122,8310,1347,1,0,22,6/23/14 8:30
2431,26718645,3760,1347,0,0,9,6/23/14 8:30
2432,27252833,6320,1347,1,0,20,6/23/14 8:30
2433,27278479,430,1347,0,1,14,6/23/14 8:30
2434,27524157,7850,1347,0,0,13,6/23/14 8:30
2435,27656800,700,1347,0,0,12,6/23/14 8:30
2436,27772545,6630,1347,0,0,15,6/23/14 8:30
2437,27840388,2550,1347,0,0,13,6/23/14 8:30
2438,27940003,9790,1347,0,0,20,6/23/14 8:30
2439,28599453,4630,1347,0,0,8,6/23/14 8:30
2440,28607517,9660,1347,0,1,12,6/23/14 8:30
2441,28840947,80,1347,0,0,22,6/23/14 8:30
2442,29181824,8420,1347,0,0,9,6/23/14 8:30
2443,29449181,2220,1347,0,1,12,6/23/14 8:30
2444,29627599,9510,1347,0,0,13,6/23/14 8:30
2445,23627199,1620,1347,1,1,16,6/23/14 8:31
2446,24243117,4140,1347,0,1,8,6/23/14 8:36
2447,22844402,3220,1347,0,1,14,6/23/14 8:44
2448,20833066,50,1347,0,1,13,6/23/14 9:08
2449,16758097,8400,1347,0,1,34,6/23/14 9:18
2450,22789676,3720,1347,0,1,34,6/23/14 9:18
2451,5782840,970,1347,0,1,16,6/23/14 9:38
2452,21023813,9020,1347,0,1,12,6/23/14 9:54
2453,23311066,9870,1347,0,1,15,6/23/14 10:17
2454,343731,6720,1347,0,1,9,6/23/14 10:23
2455,27691347,270,1347,0,1,12,6/23/14 10:26
2456,26473124,3530,1347,0,1,12,6/23/14 10:52
2457,16066193,6060,1347,0,1,16,6/23/14 11:04
2458,16593230,850,1347,0,1,16,6/23/14 11:15
2459,14780962,6390,1347,1,1,12,6/23/14 11:30
2460,23822374,1470,1347,1,1,9,6/23/14 11:30
2461,18493770,6890,1347,0,1,14,6/23/14 11:46
2462,25798344,3710,1347,0,1,9,6/23/14 13:03
2463,8323186,150,1347,0,1,20,6/23/14 14:12
2464,12203570,410,1347,0,1,15,6/23/14 14:31
2465,2803645,4830,1347,0,1,8,6/23/14 15:30
2466,24433466,690,1347,0,1,22,6/23/14 15:46
2467,1983959,2580,1347,0,1,12,6/23/14 16:25
2468,19171538,9430,1347,0,1,13,6/23/14 17:01
2469,24549884,5860,1347,0,1,15,6/23/14 17:43
2470,25339201,4180,1347,0,1,13,6/23/14 18:02
2471,6142669,5380,1347,1,1,14,6/23/14 18:41
2472,19620712,6050,1347,0,1,13,6/23/14 18:41
2473,8104224,540,1347,0,1,13,6/23/14 19:03
2474,21642741,2150,1347,0,1,13,6/23/14 19:14
2475,12978020,7050,1347,0,1,8,6/23/14 19:59
2476,23688710,5670,1347,0,1,14,6/23/14 20:13
2477,4198623,9090,1347,0,1,9,6/23/14 20:17
2478,26020865,6610,1347,0,1,9,6/23/14 20:38
2479,571959,660,1347,0,1,20,6/23/14 20:52
2480,2501654,7820,1347,0,1,12,6/23/14 20:58
2481,28729638,1210,1347,1,1,12,6/23/14 21:02
2482,23717112,7160,1347,0,1,14,6/23/14 21:45
2483,3855633,6540,1347,0,1,15,6/23/14 22:04
2484,12283821,7140,1347,0,1,9,6/23/14 22:22
2485,27758968,3170,1347,0,1,13,6/23/14 23:00
2486,16286862,3280,1347,0,1,14,6/23/14 23:24
2487,20156247,3640,1347,0,1,9,6/24/14 1:27
2488,93675,3260,1347,0,1,34,6/24/14 1:43
2489,3314125,6190,1347,0,1,22,6/24/14 6:52
2490,6982027,520,1347,0,1,12,6/24/14 7:59
2491,11555748,4560,8698,0,1,35,6/24/14 8:07
2492,378628,1180,8698,0,1,13,6/24/14 8:08
2493,21023813,6880,8698,0,1,13,6/24/14 8:09
2494,19620712,190,8698,0,1,14,6/24/14 8:24
2495,23122082,8940,8698,1,1,35,6/24/14 8:26
2496,243215,520,8698,0,0,13,6/24/14 8:30
2497,274843,3560,8698,0,1,10,6/24/14 8:30
2498,641858,8180,8698,1,0,14,6/24/14 8:30
2499,1575438,3150,8698,0,0,10,6/24/14 8:30
2500,1726768,2320,8698,0,0,23,6/24/14 8:30
2501,2430935,3490,8698,0,0,10,6/24/14 8:30
2502,3092458,10,8698,0,0,15,6/24/14 8:30
2503,3402642,840,8698,0,0,15,6/24/14 8:30
2504,4101463,3720,8698,0,0,21,6/24/14 8:30
2505,4348548,3960,8698,0,0,17,6/24/14 8:30
2506,5129054,410,8698,0,0,13,6/24/14 8:30
2507,6299472,6710,8698,0,1,17,6/24/14 8:30
2508,6597361,1450,8698,0,1,13,6/24/14 8:30
2509,7432052,8590,8698,1,0,14,6/24/14 8:30
2510,8059307,5190,8698,0,1,13,6/24/14 8:30
2511,10028142,370,8698,0,0,14,6/24/14 8:30
2512,10489810,1010,8698,0,0,21,6/24/14 8:30
2513,10828524,9750,8698,0,0,17,6/24/14 8:30
2514,10856045,2740,8698,0,1,9,6/24/14 8:30
2515,11126286,4670,8698,1,1,16,6/24/14 8:30
2516,11227580,300,8698,0,0,35,6/24/14 8:30
2517,11524913,9070,8698,0,1,17,6/24/14 8:30
2518,12199140,1720,8698,0,0,35,6/24/14 8:30
2519,12292738,1950,8698,0,0,9,6/24/14 8:30
2520,12385366,9660,8698,1,1,23,6/24/14 8:30
2521,12668066,4190,8698,0,0,16,6/24/14 8:30
2522,13311660,9350,8698,0,0,17,6/24/14 8:30
2523,13473690,9390,8698,0,0,23,6/24/14 8:30
2524,13477247,7980,8698,0,1,10,6/24/14 8:30
2525,13555825,9520,8698,0,0,21,6/24/14 8:30
2526,13725758,2430,8698,0,0,35,6/24/14 8:30
2527,14434493,4850,8698,0,0,16,6/24/14 8:30
2528,14679546,5230,8698,0,0,16,6/24/14 8:30
2529,14783925,3350,8698,0,0,17,6/24/14 8:30
2530,14990850,7060,8698,0,1,16,6/24/14 8:30
2531,15221342,4670,8698,1,0,13,6/24/14 8:30
2532,15271805,5570,8698,0,0,17,6/24/14 8:30
2533,15367175,1070,8698,0,1,10,6/24/14 8:30
2534,16165131,4180,8698,0,0,10,6/24/14 8:30
2535,16409822,9430,8698,0,0,9,6/24/14 8:30
2536,16740270,6740,8698,0,1,17,6/24/14 8:30
2537,17592505,20,8698,0,0,14,6/24/14 8:30
2538,17703941,1950,8698,0,0,23,6/24/14 8:30
2539,17973764,5260,8698,0,0,13,6/24/14 8:30
2540,18288610,7470,8698,0,0,21,6/24/14 8:30
2541,18691569,4530,8698,0,0,16,6/24/14 8:30
2542,18826291,6290,8698,0,0,35,6/24/14 8:30
2543,19912521,6210,8698,0,0,15,6/24/14 8:30
2544,19950916,620,8698,1,1,10,6/24/14 8:30
2545,20127067,6580,8698,0,0,14,6/24/14 8:30
2546,20449967,5420,8698,0,0,17,6/24/14 8:30
2547,20586335,6920,8698,0,0,23,6/24/14 8:30
2548,20633244,3030,8698,0,1,13,6/24/14 8:30
2549,20764330,5770,8698,0,0,9,6/24/14 8:30
2550,20855848,9670,8698,1,0,10,6/24/14 8:30
2551,21126563,9980,8698,0,0,16,6/24/14 8:30
2552,21149074,5100,8698,0,0,14,6/24/14 8:30
2553,21407620,6990,8698,0,0,21,6/24/14 8:30
2554,21409893,4130,8698,0,0,17,6/24/14 8:30
2555,21422589,1540,8698,0,0,17,6/24/14 8:30
2556,21668167,6820,8698,0,0,21,6/24/14 8:30
2557,22293637,6020,8698,0,1,17,6/24/14 8:30
2558,22297841,7010,8698,0,1,13,6/24/14 8:30
2559,22506831,9070,8698,0,0,14,6/24/14 8:30
2560,22514262,1860,8698,0,1,35,6/24/14 8:30
2561,23118291,8500,8698,1,1,14,6/24/14 8:30
2562,23317914,7320,8698,0,0,10,6/24/14 8:30
2563,23589542,9720,8698,0,1,13,6/24/14 8:30
2564,23729090,5570,8698,0,0,21,6/24/14 8:30
2565,23951702,5970,8698,0,0,13,6/24/14 8:30
2566,24195945,900,8698,0,1,16,6/24/14 8:30
2567,24846916,9750,8698,0,0,21,6/24/14 8:30
2568,24852899,5190,8698,0,0,14,6/24/14 8:30
2569,24855560,7050,8698,0,0,16,6/24/14 8:30
2570,24923422,4830,8698,0,0,16,6/24/14 8:30
2571,25116854,5590,8698,0,0,17,6/24/14 8:30
2572,25208151,1630,8698,1,0,15,6/24/14 8:30
2573,25576269,6000,8698,0,0,35,6/24/14 8:30
2574,25643408,70,8698,0,0,14,6/24/14 8:30
2575,25682959,7210,8698,0,0,9,6/24/14 8:30
2576,25683834,3160,8698,0,0,15,6/24/14 8:30
2577,25727744,2250,8698,0,0,16,6/24/14 8:30
2578,26047589,800,8698,0,1,16,6/24/14 8:30
2579,26344921,4060,8698,0,1,10,6/24/14 8:30
2580,26512986,6030,8698,0,0,15,6/24/14 8:30
2581,26541545,1300,8698,0,1,35,6/24/14 8:30
2582,26575477,3810,8698,0,0,21,6/24/14 8:30
2583,26593873,340,8698,0,0,10,6/24/14 8:30
2584,26702122,4150,8698,0,0,23,6/24/14 8:30
2585,26718645,3030,8698,0,0,10,6/24/14 8:30
2586,27252833,9480,8698,0,0,21,6/24/14 8:30
2587,27278479,4590,8698,0,0,15,6/24/14 8:30
2588,27524157,5250,8698,0,1,14,6/24/14 8:30
2589,27656800,6680,8698,1,0,13,6/24/14 8:30
2590,27772545,4010,8698,0,0,16,6/24/14 8:30
2591,27840388,3690,8698,1,0,14,6/24/14 8:30
2592,27940003,7450,8698,0,0,21,6/24/14 8:30
2593,28599453,5840,8698,0,1,9,6/24/14 8:30
2594,28607517,3280,8698,0,1,13,6/24/14 8:30
2595,28840947,8890,8698,1,0,23,6/24/14 8:30
2596,29181824,1510,8698,0,0,10,6/24/14 8:30
2597,29449181,1070,8698,0,1,13,6/24/14 8:30
2598,29627599,800,8698,0,0,14,6/24/14 8:30
2599,6982027,570,8698,0,1,13,6/24/14 8:46
2600,23627199,8580,8698,1,1,17,6/24/14 9:04
2601,18493770,7530,8698,0,1,15,6/24/14 9:04
2602,16392764,9480,8698,0,1,17,6/24/14 9:04
2603,16593230,4490,8698,0,1,17,6/24/14 9:05
2604,22844402,2610,8698,1,1,15,6/24/14 9:18
2605,2743370,7550,8698,0,1,15,6/24/14 9:32
2606,5782840,7150,8698,0,1,17,6/24/14 9:32
2607,28325091,8550,8698,1,1,15,6/24/14 10:04
2608,13308001,1110,8698,0,1,21,6/24/14 10:26
2609,22580409,1450,8698,0,1,13,6/24/14 10:50
2610,26473124,9470,8698,0,1,13,6/24/14 10:52
2611,22789676,1240,8698,0,1,35,6/24/14 11:06
2612,27758968,9530,8698,0,1,14,6/24/14 12:35
2613,10381676,7910,8698,0,1,17,6/24/14 13:11
2614,25636412,4520,8698,0,1,13,6/24/14 14:01
2615,12203570,9840,8698,0,1,16,6/24/14 14:39
2616,6142669,480,8698,0,1,15,6/24/14 15:09
2617,27747770,1450,8698,0,1,21,6/24/14 16:13
2618,17945871,7100,8698,0,1,10,6/24/14 16:58
2619,27998075,580,8698,0,1,17,6/24/14 17:41
2620,19171538,6840,8698,0,1,14,6/24/14 17:56
2621,6396303,5180,8698,0,1,14,6/24/14 18:00
2622,7694258,7660,8698,1,1,21,6/24/14 18:02
2623,27691347,4880,8698,0,1,13,6/24/14 18:17
2624,25798344,9670,8698,1,1,10,6/24/14 18:20
2625,24549884,1300,8698,0,1,16,6/24/14 18:27
2626,1983959,3350,8698,0,1,13,6/24/14 18:38
2627,23822374,6400,8698,0,1,10,6/24/14 18:49
2628,22844561,3050,8698,0,1,14,6/24/14 19:00
2629,26020865,2620,8698,1,1,10,6/24/14 19:41
2630,3554215,3980,8698,0,1,10,6/24/14 19:42
2631,2803645,5890,8698,0,1,9,6/24/14 19:54
2632,14481345,2520,8698,0,1,17,6/24/14 20:05
2633,23688710,8440,8698,1,1,15,6/24/14 20:13
2634,8323186,6420,8698,0,1,21,6/24/14 20:17
2635,12978020,1700,8698,0,1,9,6/24/14 20:18
2636,10342457,930,8698,0,1,10,6/24/14 20:23
2637,26106498,4590,8698,0,1,13,6/24/14 20:29
2638,13148304,5420,8698,0,1,14,6/24/14 20:36
2639,12283821,4410,8698,0,1,10,6/24/14 20:47
2640,2501654,8250,8698,1,1,13,6/24/14 20:49
2641,21028562,360,8698,0,1,10,6/24/14 20:57
2642,23436475,5890,8698,0,1,10,6/24/14 20:57
2643,7458031,6830,8698,0,1,14,6/24/14 20:57
2644,16286862,7730,8698,0,1,15,6/24/14 21:33
2645,20516264,3810,8698,0,1,9,6/24/14 21:33
2646,23717112,3850,8698,0,1,15,6/24/14 22:28
2647,21291298,9230,8698,0,1,16,6/24/14 22:44
2648,20833066,230,8698,0,1,14,6/25/14 6:58
2649,25420033,9490,8698,0,1,21,6/25/14 7:00
2650,3314125,7640,8698,1,1,23,6/25/14 7:40
2651,27852614,2480,8698,0,1,35,6/25/14 7:45
2652,11126286,130,1695,0,1,17,6/25/14 8:06
2653,23182762,7480,1695,0,1,14,6/25/14 8:18
2654,378628,9730,1695,0,1,14,6/25/14 8:18
2655,243215,5450,1695,0,0,14,6/25/14 8:30
2656,274843,5570,1695,0,0,11,6/25/14 8:30
2657,641858,6790,1695,0,0,15,6/25/14 8:30
2658,1575438,3240,1695,0,0,11,6/25/14 8:30
2659,1726768,1080,1695,1,0,24,6/25/14 8:30
2660,2430935,2210,1695,0,0,11,6/25/14 8:30
2661,3092458,8870,1695,0,0,16,6/25/14 8:30
2662,3402642,7370,1695,0,0,16,6/25/14 8:30
2663,4101463,8280,1695,0,0,22,6/25/14 8:30
2664,4348548,8570,1695,0,0,18,6/25/14 8:30
2665,5129054,3660,1695,1,0,14,6/25/14 8:30
2666,6299472,9100,1695,0,0,18,6/25/14 8:30
2667,6597361,2890,1695,0,0,14,6/25/14 8:30
2668,7432052,1150,1695,1,0,15,6/25/14 8:30
2669,8059307,300,1695,0,1,14,6/25/14 8:30
2670,10028142,6800,1695,0,0,15,6/25/14 8:30
2671,10489810,1990,1695,1,0,22,6/25/14 8:30
2672,10828524,4640,1695,1,0,18,6/25/14 8:30
2673,10856045,3050,1695,0,1,10,6/25/14 8:30
2674,11227580,2630,1695,1,0,36,6/25/14 8:30
2675,11524913,5380,1695,0,1,18,6/25/14 8:30
2676,12199140,4460,1695,0,0,36,6/25/14 8:30
2677,12292738,7620,1695,1,0,10,6/25/14 8:30
2678,12385366,5290,1695,0,1,24,6/25/14 8:30
2679,12668066,1860,1695,1,0,17,6/25/14 8:30
2680,13311660,5040,1695,0,0,18,6/25/14 8:30
2681,13473690,1020,1695,1,0,24,6/25/14 8:30
2682,13477247,6690,1695,1,1,11,6/25/14 8:30
2683,13555825,9790,1695,0,1,22,6/25/14 8:30
2684,13725758,2580,1695,0,0,36,6/25/14 8:30
2685,14434493,1030,1695,1,0,17,6/25/14 8:30
2686,14679546,3330,1695,0,1,17,6/25/14 8:30
2687,14783925,1010,1695,1,0,18,6/25/14 8:30
2688,14990850,650,1695,1,1,17,6/25/14 8:30
2689,15221342,6860,1695,0,0,14,6/25/14 8:30
2690,15271805,4560,1695,0,0,18,6/25/14 8:30
2691,15367175,3570,1695,0,1,11,6/25/14 8:30
2692,16165131,550,1695,0,0,11,6/25/14 8:30
2693,16409822,6990,1695,0,0,10,6/25/14 8:30
2694,16740270,2240,1695,0,0,18,6/25/14 8:30
2695,17592505,3500,1695,0,1,15,6/25/14 8:30
2696,17703941,2660,1695,1,0,24,6/25/14 8:30
2697,17973764,4320,1695,0,0,14,6/25/14 8:30
2698,18288610,8820,1695,0,0,22,6/25/14 8:30
2699,18691569,3980,1695,0,0,17,6/25/14 8:30
2700,18826291,5460,1695,0,0,36,6/25/14 8:30
2701,19912521,3510,1695,0,0,16,6/25/14 8:30
2702,19950916,8600,1695,1,0,11,6/25/14 8:30
2703,20127067,2150,1695,0,0,15,6/25/14 8:30
2704,20449967,8130,1695,0,0,18,6/25/14 8:30
2705,20586335,4620,1695,1,0,24,6/25/14 8:30
2706,20633244,5460,1695,0,1,14,6/25/14 8:30
2707,20764330,4430,1695,0,0,10,6/25/14 8:30
2708,20855848,8920,1695,0,0,11,6/25/14 8:30
2709,21126563,4480,1695,0,0,17,6/25/14 8:30
2710,21149074,1940,1695,1,0,15,6/25/14 8:30
2711,21407620,970,1695,0,0,22,6/25/14 8:30
2712,21409893,1110,1695,1,0,18,6/25/14 8:30
2713,21422589,7390,1695,0,0,18,6/25/14 8:30
2714,21668167,8510,1695,0,0,22,6/25/14 8:30
2715,22293637,9430,1695,0,0,18,6/25/14 8:30
2716,22297841,3500,1695,0,1,14,6/25/14 8:30
2717,22506831,910,1695,0,0,15,6/25/14 8:30
2718,22514262,8550,1695,0,0,36,6/25/14 8:30
2719,23118291,5280,1695,0,1,15,6/25/14 8:30
2720,23317914,4920,1695,0,0,11,6/25/14 8:30
2721,23589542,3140,1695,0,1,14,6/25/14 8:30
2722,23729090,7540,1695,0,0,22,6/25/14 8:30
2723,23951702,850,1695,0,1,14,6/25/14 8:30
2724,24195945,3620,1695,1,1,17,6/25/14 8:30
2725,24846916,6460,1695,0,0,22,6/25/14 8:30
2726,24852899,140,1695,0,1,15,6/25/14 8:30
2727,24855560,3220,1695,0,1,17,6/25/14 8:30
2728,24923422,2400,1695,0,1,17,6/25/14 8:30
2729,25116854,6480,1695,0,0,18,6/25/14 8:30
2730,25208151,210,1695,0,0,16,6/25/14 8:30
2731,25576269,640,1695,1,0,36,6/25/14 8:30
2732,25643408,3790,1695,0,1,15,6/25/14 8:30
2733,25682959,2550,1695,0,0,10,6/25/14 8:30
2734,25683834,6970,1695,0,0,16,6/25/14 8:30
2735,25727744,2980,1695,0,0,17,6/25/14 8:30
2736,26047589,4810,1695,0,1,17,6/25/14 8:30
2737,26344921,3940,1695,0,1,11,6/25/14 8:30
2738,26512986,2540,1695,0,0,16,6/25/14 8:30
2739,26541545,2980,1695,0,1,36,6/25/14 8:30
2740,26575477,7760,1695,0,0,22,6/25/14 8:30
2741,26593873,2110,1695,0,0,11,6/25/14 8:30
2742,26702122,1990,1695,1,0,24,6/25/14 8:30
2743,26718645,9890,1695,0,0,11,6/25/14 8:30
2744,27252833,7040,1695,0,0,22,6/25/14 8:30
2745,27278479,930,1695,0,1,16,6/25/14 8:30
2746,27524157,5850,1695,0,1,15,6/25/14 8:30
2747,27656800,7350,1695,0,0,14,6/25/14 8:30
2748,27772545,1130,1695,1,0,17,6/25/14 8:30
2749,27840388,3530,1695,0,0,15,6/25/14 8:30
2750,27940003,4280,1695,0,0,22,6/25/14 8:30
2751,28599453,770,1695,0,1,10,6/25/14 8:30
2752,28607517,7280,1695,0,1,14,6/25/14 8:30
2753,28840947,2200,1695,0,0,24,6/25/14 8:30
2754,29181824,560,1695,0,0,11,6/25/14 8:30
2755,29449181,9220,1695,0,1,14,6/25/14 8:30
2756,29627599,3540,1695,0,1,15,6/25/14 8:30
2757,6982027,2880,1695,0,1,14,6/25/14 8:39
2758,3554215,2320,1695,0,1,11,6/25/14 9:10
2759,23627199,7060,1695,0,1,18,6/25/14 9:10
2760,23822374,4070,1695,0,1,11,6/25/14 9:19
2761,24243117,8460,1695,0,1,10,6/25/14 9:29
2762,26473124,6430,1695,0,1,14,6/25/14 9:35
2763,25798344,7800,1695,0,1,11,6/25/14 10:06
2764,10381676,6070,1695,0,1,18,6/25/14 10:14
2765,16593230,1130,1695,1,1,18,6/25/14 10:14
2766,22789676,4540,1695,0,1,36,6/25/14 10:15
2767,16758097,630,1695,1,1,36,6/25/14 10:48
2768,24433466,8000,1695,0,1,24,6/25/14 12:05
2769,21023813,8890,1695,0,1,14,6/25/14 13:38
2770,14702401,8350,1695,0,1,17,6/25/14 13:38
2771,1983959,5470,1695,0,1,14,6/25/14 14:09
2772,28518133,3860,1695,0,1,22,6/25/14 15:44
2773,2803645,3810,1695,0,1,10,6/25/14 16:02
2774,93675,2340,1695,0,1,36,6/25/14 16:03
2775,19171538,2660,1695,1,1,15,6/25/14 16:03
2776,10245986,2350,1695,0,1,17,6/25/14 16:27
2777,6142669,210,1695,0,1,16,6/25/14 16:34
